query,rule_id,bm25_score,keyword_score
Implement a backup server with network flap protection,r3,0.0000,0.0000
Implement a backup server with network flap protection,r4,0.0000,0.0000
Implement a backup server with network flap protection,r5,0.0000,0.0000
Implement a backup server with network flap protection,r6,0.0000,0.0000
Implement a backup server with network flap protection,r7,0.0000,0.0000
Implement a backup server with network flap protection,r8,0.0000,0.0000
Implement a backup server with network flap protection,r9,0.0000,0.0000
Implement a backup server with network flap protection,r10,0.0000,0.0000
Implement a backup server with network flap protection,r11,0.0000,0.0000
Implement a backup server with network flap protection,r12,0.0000,0.0000
Implement a backup server with network flap protection,r13,0.0000,0.0000
Implement a backup server with network flap protection,r14,0.0000,0.0000
Implement a backup server with network flap protection,r15,0.0000,0.0000
Implement a backup server with network flap protection,r16,0.1320,0.0769
Implement a backup server with network flap protection,r17,0.1532,0.0909
Implement a backup server with network flap protection,r18,1.0000,0.2222
Implement a backup server with network flap protection,r19,0.1667,0.1000
Implement a backup server with network flap protection,r20,0.1532,0.0909
Implement a backup server with network flap protection,r21,0.1667,0.1000
Implement a backup server with network flap protection,r22,0.1532,0.0909
Implement a backup server with network flap protection,r23,0.1532,0.0909
Implement a backup server with network flap protection,r24,0.1667,0.1000
Implement a backup server with network flap protection,r25,0.1418,0.0833
Implement a backup server with network flap protection,r26,0.1667,0.1000
Implement a backup server with network flap protection,r27,0.1532,0.0909
Implement a backup server with network flap protection,r28,0.1667,0.1000
Implement a backup server with network flap protection,r29,0.1532,0.0909
Implement a backup server with network flap protection,r30,0.1667,0.1000
Implement a backup server with network flap protection,r31,0.1532,0.0909
Implement a backup server with network flap protection,r32,0.0000,0.0000
Implement a backup server with network flap protection,r33,0.1418,0.0909
Deploy a video rendering farm with thermal controls and memory safeguards,r1,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r2,1.0000,0.0909
Deploy a video rendering farm with thermal controls and memory safeguards,r3,0.9123,0.0833
Deploy a video rendering farm with thermal controls and memory safeguards,r4,1.0000,0.0909
Deploy a video rendering farm with thermal controls and memory safeguards,r5,0.9123,0.0833
Deploy a video rendering farm with thermal controls and memory safeguards,r6,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r7,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r8,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r9,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r10,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r11,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r12,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r13,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r14,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r15,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r16,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r17,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r18,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r19,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r20,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r21,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r22,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r23,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r24,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r25,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r26,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r27,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r28,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r29,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r30,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r31,0.0000,0.0000
Deploy a video rendering farm with thermal controls and memory safeguards,r32,0.9123,0.0833
Deploy a video rendering farm with thermal controls and memory safeguards,r33,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r1,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r2,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r3,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r4,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r5,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r6,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r7,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r8,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r9,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r10,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r11,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r12,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r13,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r14,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r15,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r16,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r17,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r18,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r19,0.5485,0.0909
Setup a mail server with RX error monitoring and buffer protection,r20,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r21,0.5485,0.0909
Setup a mail server with RX error monitoring and buffer protection,r22,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r23,0.5763,0.0833
Setup a mail server with RX error monitoring and buffer protection,r24,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r25,0.5334,0.0769
Setup a mail server with RX error monitoring and buffer protection,r26,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r27,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r28,0.5485,0.0909
Setup a mail server with RX error monitoring and buffer protection,r29,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r30,0.5485,0.0909
Setup a mail server with RX error monitoring and buffer protection,r31,0.0000,0.0000
Setup a mail server with RX error monitoring and buffer protection,r32,0.6269,0.0909
Setup a mail server with RX error monitoring and buffer protection,r33,1.0000,0.1818
Implement a system with CPU utilization guarantees,r1,0.0000,0.0000
Implement a system with CPU utilization guarantees,r2,0.0000,0.0000
Implement a system with CPU utilization guarantees,r3,0.0000,0.0000
Implement a system with CPU utilization guarantees,r4,0.0000,0.0000
Implement a system with CPU utilization guarantees,r5,0.0000,0.0000
Implement a system with CPU utilization guarantees,r6,0.0000,0.0000
Implement a system with CPU utilization guarantees,r7,1.0000,0.1250
Implement a system with CPU utilization guarantees,r8,0.9123,0.1111
Implement a system with CPU utilization guarantees,r9,1.0000,0.1250
Implement a system with CPU utilization guarantees,r10,0.9123,0.1111
Implement a system with CPU utilization guarantees,r11,0.0000,0.0000
Implement a system with CPU utilization guarantees,r12,0.0000,0.0000
Implement a system with CPU utilization guarantees,r13,0.0000,0.0000
Implement a system with CPU utilization guarantees,r14,0.0000,0.0000
Implement a system with CPU utilization guarantees,r15,0.0000,0.0000
Implement a system with CPU utilization guarantees,r16,0.0000,0.0000
Implement a system with CPU utilization guarantees,r17,0.0000,0.0000
Implement a system with CPU utilization guarantees,r18,0.0000,0.0000
Implement a system with CPU utilization guarantees,r19,0.0000,0.0000
Implement a system with CPU utilization guarantees,r20,0.0000,0.0000
Implement a system with CPU utilization guarantees,r21,0.0000,0.0000
Implement a system with CPU utilization guarantees,r22,0.0000,0.0000
Implement a system with CPU utilization guarantees,r23,0.0000,0.0000
Implement a system with CPU utilization guarantees,r24,0.0000,0.0000
Implement a system with CPU utilization guarantees,r25,0.0000,0.0000
Implement a system with CPU utilization guarantees,r26,0.0000,0.0000
Implement a system with CPU utilization guarantees,r27,0.0000,0.0000
Implement a system with CPU utilization guarantees,r28,0.0000,0.0000
Implement a system with CPU utilization guarantees,r29,0.0000,0.0000
Implement a system with CPU utilization guarantees,r30,0.0000,0.0000
Implement a system with CPU utilization guarantees,r31,0.0000,0.0000
Implement a system with CPU utilization guarantees,r32,0.0000,0.0000
Implement a system with CPU utilization guarantees,r33,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r1,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r2,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r3,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r4,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r5,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r6,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r7,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r8,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r9,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r10,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r11,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r12,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r13,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r14,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r15,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r16,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r17,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r18,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r19,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r20,1.0000,0.0909
Deploy a monitoring server with packet integrity safeguards,r21,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r22,1.0000,0.0909
Deploy a monitoring server with packet integrity safeguards,r23,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r24,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r25,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r26,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r27,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r28,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r29,1.0000,0.0909
Deploy a monitoring server with packet integrity safeguards,r30,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r31,1.0000,0.0909
Deploy a monitoring server with packet integrity safeguards,r32,0.0000,0.0000
Deploy a monitoring server with packet integrity safeguards,r33,0.0000,0.0000
Create a low-latency database cluster with network stability,r1,0.0000,0.0000
Create a low-latency database cluster with network stability,r2,0.0000,0.0000
Create a low-latency database cluster with network stability,r3,0.0000,0.0000
Create a low-latency database cluster with network stability,r4,0.0000,0.0000
Create a low-latency database cluster with network stability,r5,0.0000,0.0000
Create a low-latency database cluster with network stability,r6,0.0000,0.0000
Create a low-latency database cluster with network stability,r7,0.0000,0.0000
Create a low-latency database cluster with network stability,r8,0.0000,0.0000
Create a low-latency database cluster with network stability,r9,0.0000,0.0000
Create a low-latency database cluster with network stability,r10,0.0000,0.0000
Create a low-latency database cluster with network stability,r11,0.0000,0.0000
Create a low-latency database cluster with network stability,r12,0.0000,0.0000
Create a low-latency database cluster with network stability,r13,0.0000,0.0000
Create a low-latency database cluster with network stability,r14,0.0000,0.0000
Create a low-latency database cluster with network stability,r15,0.0000,0.0000
Create a low-latency database cluster with network stability,r16,0.1584,0.0714
Create a low-latency database cluster with network stability,r17,0.1839,0.0833
Create a low-latency database cluster with network stability,r18,0.2000,0.0909
Create a low-latency database cluster with network stability,r19,0.2000,0.0909
Create a low-latency database cluster with network stability,r20,0.1839,0.0833
Create a low-latency database cluster with network stability,r21,0.2000,0.0909
Create a low-latency database cluster with network stability,r22,0.1839,0.0833
Create a low-latency database cluster with network stability,r23,0.1839,0.0833
Create a low-latency database cluster with network stability,r24,0.2000,0.0909
Create a low-latency database cluster with network stability,r25,0.1702,0.0769
Create a low-latency database cluster with network stability,r26,0.2000,0.0909
Create a low-latency database cluster with network stability,r27,0.1839,0.0833
Create a low-latency database cluster with network stability,r28,0.2000,0.0909
Create a low-latency database cluster with network stability,r29,0.1839,0.0833
Create a low-latency database cluster with network stability,r30,0.2000,0.0909
Create a low-latency database cluster with network stability,r31,0.1839,0.0833
Create a low-latency database cluster with network stability,r32,1.0000,0.0909
Create a low-latency database cluster with network stability,r33,0.1702,0.0833
Provision a node with DPDK optimizations and error detection,r1,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r2,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r3,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r4,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r5,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r6,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r7,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r8,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r9,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r10,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r11,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r12,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r13,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r14,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r15,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r16,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r17,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r18,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r19,0.7102,0.1000
Provision a node with DPDK optimizations and error detection,r20,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r21,0.7102,0.1000
Provision a node with DPDK optimizations and error detection,r22,0.0000,0.0000
Provision a node with DPDK optimizations and error detection,r23,0.2664,0.0909
Provision a node with DPDK optimizations and error detection,r24,0.2898,0.1000
Provision a node with DPDK optimizations and error detection,r25,0.2465,0.0833
Provision a node with DPDK optimizations and error detection,r26,0.2898,0.1000
Provision a node with DPDK optimizations and error detection,r27,0.2664,0.0909
Provision a node with DPDK optimizations and error detection,r28,1.0000,0.2222
Provision a node with DPDK optimizations and error detection,r29,0.2664,0.0909
Provision a node with DPDK optimizations and error detection,r30,1.0000,0.2222
Provision a node with DPDK optimizations and error detection,r31,0.2664,0.0909
Provision a node with DPDK optimizations and error detection,r32,0.2898,0.1000
Provision a node with DPDK optimizations and error detection,r33,0.9702,0.2000
Setup a virtualization host with memory buffer guarantees,r1,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r2,0.5115,0.1111
Setup a virtualization host with memory buffer guarantees,r3,0.4666,0.1000
Setup a virtualization host with memory buffer guarantees,r4,0.5115,0.1111
Setup a virtualization host with memory buffer guarantees,r5,0.4666,0.1000
Setup a virtualization host with memory buffer guarantees,r6,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r7,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r8,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r9,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r10,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r11,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r12,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r13,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r14,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r15,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r16,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r17,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r18,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r19,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r20,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r21,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r22,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r23,0.4904,0.0909
Setup a virtualization host with memory buffer guarantees,r24,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r25,0.4538,0.0833
Setup a virtualization host with memory buffer guarantees,r26,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r27,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r28,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r29,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r30,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r31,0.0000,0.0000
Setup a virtualization host with memory buffer guarantees,r32,1.0000,0.2222
Setup a virtualization host with memory buffer guarantees,r33,0.4538,0.0909
Implement a system with temperature fail-safes,r1,0.0000,0.0000
Implement a system with temperature fail-safes,r2,0.0000,0.0000
Implement a system with temperature fail-safes,r3,0.0000,0.0000
Implement a system with temperature fail-safes,r4,0.0000,0.0000
Implement a system with temperature fail-safes,r5,0.0000,0.0000
Implement a system with temperature fail-safes,r6,0.0000,0.0000
Implement a system with temperature fail-safes,r7,0.0000,0.0000
Implement a system with temperature fail-safes,r8,0.0000,0.0000
Implement a system with temperature fail-safes,r9,0.0000,0.0000
Implement a system with temperature fail-safes,r10,0.0000,0.0000
Implement a system with temperature fail-safes,r11,1.0000,0.1111
Implement a system with temperature fail-safes,r12,1.0000,0.1111
Implement a system with temperature fail-safes,r13,0.0000,0.0000
Implement a system with temperature fail-safes,r14,0.0000,0.0000
Implement a system with temperature fail-safes,r15,0.0000,0.0000
Implement a system with temperature fail-safes,r16,0.0000,0.0000
Implement a system with temperature fail-safes,r17,0.0000,0.0000
Implement a system with temperature fail-safes,r18,0.0000,0.0000
Implement a system with temperature fail-safes,r19,0.0000,0.0000
Implement a system with temperature fail-safes,r20,0.0000,0.0000
Implement a system with temperature fail-safes,r21,0.0000,0.0000
Implement a system with temperature fail-safes,r22,0.0000,0.0000
Implement a system with temperature fail-safes,r23,0.0000,0.0000
Implement a system with temperature fail-safes,r24,0.0000,0.0000
Implement a system with temperature fail-safes,r25,0.0000,0.0000
Implement a system with temperature fail-safes,r26,0.0000,0.0000
Implement a system with temperature fail-safes,r27,0.0000,0.0000
Implement a system with temperature fail-safes,r28,0.0000,0.0000
Implement a system with temperature fail-safes,r29,0.0000,0.0000
Implement a system with temperature fail-safes,r30,0.0000,0.0000
Implement a system with temperature fail-safes,r31,0.0000,0.0000
Implement a system with temperature fail-safes,r32,0.0000,0.0000
Implement a system with temperature fail-safes,r33,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r1,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r2,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r3,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r4,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r5,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r6,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r7,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r8,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r9,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r10,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r11,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r12,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r13,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r14,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r15,1.0000,0.2500
Deploy a mobile backend with SSH access monitoring,r16,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r17,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r18,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r19,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r20,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r21,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r22,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r23,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r24,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r25,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r26,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r27,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r28,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r29,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r30,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r31,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r32,0.0000,0.0000
Deploy a mobile backend with SSH access monitoring,r33,0.0000,0.0000
Create a distributed cache system with network drop prevention,r1,0.0000,0.0000
Create a distributed cache system with network drop prevention,r2,0.0000,0.0000
Create a distributed cache system with network drop prevention,r3,0.0000,0.0000
Create a distributed cache system with network drop prevention,r4,0.0000,0.0000
Create a distributed cache system with network drop prevention,r5,0.0000,0.0000
Create a distributed cache system with network drop prevention,r6,0.0000,0.0000
Create a distributed cache system with network drop prevention,r7,0.0000,0.0000
Create a distributed cache system with network drop prevention,r8,0.0000,0.0000
Create a distributed cache system with network drop prevention,r9,0.0000,0.0000
Create a distributed cache system with network drop prevention,r10,0.0000,0.0000
Create a distributed cache system with network drop prevention,r11,0.0000,0.0000
Create a distributed cache system with network drop prevention,r12,0.0000,0.0000
Create a distributed cache system with network drop prevention,r13,0.0000,0.0000
Create a distributed cache system with network drop prevention,r14,0.0000,0.0000
Create a distributed cache system with network drop prevention,r15,0.0000,0.0000
Create a distributed cache system with network drop prevention,r16,0.1682,0.0714
Create a distributed cache system with network drop prevention,r17,0.1954,0.0833
Create a distributed cache system with network drop prevention,r18,0.2125,0.0909
Create a distributed cache system with network drop prevention,r19,0.2125,0.0909
Create a distributed cache system with network drop prevention,r20,1.0000,0.1818
Create a distributed cache system with network drop prevention,r21,0.2125,0.0909
Create a distributed cache system with network drop prevention,r22,0.1954,0.0833
Create a distributed cache system with network drop prevention,r23,0.1954,0.0833
Create a distributed cache system with network drop prevention,r24,0.2125,0.0909
Create a distributed cache system with network drop prevention,r25,0.1808,0.0769
Create a distributed cache system with network drop prevention,r26,0.2125,0.0909
Create a distributed cache system with network drop prevention,r27,0.1954,0.0833
Create a distributed cache system with network drop prevention,r28,0.2125,0.0909
Create a distributed cache system with network drop prevention,r29,1.0000,0.1818
Create a distributed cache system with network drop prevention,r30,0.2125,0.0909
Create a distributed cache system with network drop prevention,r31,0.1954,0.0833
Create a distributed cache system with network drop prevention,r32,0.0000,0.0000
Create a distributed cache system with network drop prevention,r33,0.1808,0.0833
Provision a big data analytics node with CPU thermal protection,r1,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r2,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r3,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r4,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r5,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r6,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r7,1.0000,0.0909
Provision a big data analytics node with CPU thermal protection,r8,0.9123,0.0833
Provision a big data analytics node with CPU thermal protection,r9,1.0000,0.0909
Provision a big data analytics node with CPU thermal protection,r10,0.9123,0.0833
Provision a big data analytics node with CPU thermal protection,r11,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r12,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r13,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r14,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r15,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r16,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r17,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r18,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r19,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r20,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r21,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r22,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r23,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r24,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r25,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r26,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r27,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r28,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r29,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r30,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r31,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r32,0.0000,0.0000
Provision a big data analytics node with CPU thermal protection,r33,0.0000,0.0000
Setup a compliance server with memory usage auditing,r1,1.0000,0.1000
Setup a compliance server with memory usage auditing,r2,0.5863,0.1111
Setup a compliance server with memory usage auditing,r3,0.5349,0.1000
Setup a compliance server with memory usage auditing,r4,0.5863,0.1111
Setup a compliance server with memory usage auditing,r5,0.5349,0.1000
Setup a compliance server with memory usage auditing,r6,0.0000,0.0000
Setup a compliance server with memory usage auditing,r7,0.0000,0.0000
Setup a compliance server with memory usage auditing,r8,0.0000,0.0000
Setup a compliance server with memory usage auditing,r9,0.0000,0.0000
Setup a compliance server with memory usage auditing,r10,0.0000,0.0000
Setup a compliance server with memory usage auditing,r11,0.0000,0.0000
Setup a compliance server with memory usage auditing,r12,0.0000,0.0000
Setup a compliance server with memory usage auditing,r13,0.0000,0.0000
Setup a compliance server with memory usage auditing,r14,0.0000,0.0000
Setup a compliance server with memory usage auditing,r15,0.0000,0.0000
Setup a compliance server with memory usage auditing,r16,0.0000,0.0000
Setup a compliance server with memory usage auditing,r17,0.0000,0.0000
Setup a compliance server with memory usage auditing,r18,0.0000,0.0000
Setup a compliance server with memory usage auditing,r19,0.0000,0.0000
Setup a compliance server with memory usage auditing,r20,0.0000,0.0000
Setup a compliance server with memory usage auditing,r21,0.0000,0.0000
Setup a compliance server with memory usage auditing,r22,0.0000,0.0000
Setup a compliance server with memory usage auditing,r23,0.0000,0.0000
Setup a compliance server with memory usage auditing,r24,0.0000,0.0000
Setup a compliance server with memory usage auditing,r25,0.0000,0.0000
Setup a compliance server with memory usage auditing,r26,0.0000,0.0000
Setup a compliance server with memory usage auditing,r27,0.0000,0.0000
Setup a compliance server with memory usage auditing,r28,0.0000,0.0000
Setup a compliance server with memory usage auditing,r29,0.0000,0.0000
Setup a compliance server with memory usage auditing,r30,0.0000,0.0000
Setup a compliance server with memory usage auditing,r31,0.0000,0.0000
Setup a compliance server with memory usage auditing,r32,0.5349,0.1000
Setup a compliance server with memory usage auditing,r33,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r1,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r2,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r3,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r4,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r5,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r6,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r7,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r8,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r9,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r10,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r11,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r12,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r13,0.0000,0.0000
Implement a payment gateway with packet integrity checks,r14,0.0000,0.0000
